author,authorIsChannelOwner,cid,comment,commentsCount,hasCreatorHeart,pageUrl,publishedTimeText,replyCount,replyToCid,title,type,videoId,voteCount,sentiment,sentiment_confidence
@massy.kml1682,False,Ugz4I_B6oUW5ANLMdil4AaABAg.AICnnXYW8WzAID0xvNSvUe,Same😂😂,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,Ugz4I_B6oUW5ANLMdil4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,1,POSITIVE,0.9996622800827026
@yoonjiniverse,False,UgycMGNm30Ib5wM-4214AaABAg,Cállate!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9648767113685608
@cassie.k007,False,UgyEe0Y7aSHTuT9CXSJ4AaABAg,OMGGGGG ITS MAINSTORY STUFFFFF OMGGGG OMGGG I THOUGHT IT WAS LIMITED CARDS THAT ID HAVE TO GET MONEY FOR OMG ZAYNE AND SYLUS?? THEY LOOK SO COOL. Literally jaw dropped when the video started,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,8,NEGATIVE,0.9952951073646545
@sway7832,False,UgwMiRzXaCwdjaJ_eqt4AaABAg,HOLY SHTTTTTT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9768908023834229
@sachetaylor8551,False,Ugw1LtaS55ukCjbPKLl4AaABAg,💜,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9963261485099792
@renattacabrera677,False,Ugw_Nhw6RCWej-p2iGJ4AaABAg,MAIN STORY UPDATEvbbbb!!!???!!!?,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9840495586395264
@the_HeckIer,False,UgxkQIVFdJ1zw3RisZV4AaABAg,THE ACTION?,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9993164539337158
@Itzduhistorygirl,False,Ugyj0l6GVNp9u58U5e94AaABAg,😍😍😭😭😭😭 Ahhh I can’t wait I really wish infold would update the main story more often than giving out limited banners sometimes because sometimes I won’t get the limited cards.,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,45,NEGATIVE,0.9192262887954712
@eee.2,False,UgzqTSciObf7_zqHYOR4AaABAg,"Wow, thank you ❤❤",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9998669624328613
@LeylaYusifli-l9q,False,UgxMjAnmRU1-HIdCLlB4AaABAg,My heart my hearrt😵😵🙈,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.7652959823608398
@valeriapompilio2836,False,UgxL4IDgiJ_yijC44a54AaABAg,WHAT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9942895174026489
@urumi_kanzaki_鬼塚,False,Ugy-tV2lKgl1uly81sV4AaABAg,I'M F***ING (S)CREAMING RN!!!!!!!!!!!!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9899104237556458
@astrelize,False,UgxcwEk5e6jcToNKO9V4AaABAg,FINALLYYY MAIN STORYYYY,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.7683555483818054
@AlyMarie-yk3ez,False,UgzWxiuU_PHS2ZzaeZx4AaABAg,Wow my 2 main,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9994340538978577
@boxn2b568,False,UgzLWU0LmviJL1MFv1p4AaABAg,DAMNNNN SYLUSSSSSS NUMMMMMMMMMMM,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.997719943523407
@itome8526,False,UgwYfJnR-eYyR6Iugex4AaABAg,WHAAAAAAAAAAT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9914933443069458
@KhiaraFadlan,False,Ugx2EIy-NEyPsLUlE8p4AaABAg,THISS DUO OMGG❤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.7792479991912842
@copiepish,False,UgwbJ1I58AB8YqifiSx4AaABAg,WHAT THE FUCK IS ZAYNE DOING WITH A GUN,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9957178235054016
@renattacabrera677,False,UgyDSdCdte_HSmOJlz94AaABAg,OMG WHAT WHAT WHAT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9886212944984436
@JoceLuvsJune_official,False,UgxHB21Haamm-oG6i9B4AaABAg,"OMG THIS IS GUNNA FIRE😭🔥🔥 
IM SO EXITEDDDD, AYYYYHHHHHHDHSUQUSM",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,2,NEGATIVE,0.9844833016395569
@yooqkarina,False,UgypLHrggGTFrw5i_0N4AaABAg,"OMG MY TWO HUSBAND JENSJSN AAAAA, WHAT IS THISSS 😭😭😭❤❤❤",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.928057849407196
@MoonRabbit731,False,UgwmEugaTWm_pJCeult4AaABAg,"WAIT I thought this is a new 5 star card, I just had a heart attack!",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago (edited),0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9961891770362854
@Maria.Stayrus08,False,UgxlExrJSTTH26lZF9R4AaABAg,Aaaaaa❤️❤️,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9895530939102173
@trainerlyra3,False,UgxcvhxFNH-n3N0eoSJ4AaABAg,HOLY SHIT HOLY SHIT HOLY SHIT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9912976026535034
@RozariaLewis_,False,UgzmkRC4TxbFuXjKAcl4AaABAg,SYLUS SYLUS SYLUS SYLUS SYLUS SYLUS SYLUS,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9255836606025696
@Solanumlycopersicumcatsup,False,Ugwps9xZV3Q7MOaTJid4AaABAg,Zaylus!!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9918253421783447
@anarmywhocantchooseonebias,False,UgzmqT6vCG4GbjaIe6B4AaABAg,OMG SYLUS IN ACTION 😭😭💗💗💗,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.9572805166244507
@whutcat682,False,Ugw6XpwmVWTUNBSUB054AaABAg,Sylus is backkkkkk,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.9901727437973022
@Angel-os2yw,False,UgwNdynJva3pp5-lsqZ4AaABAg,IM CRASHING TF OUT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9949988126754761
@Try_Ml,False,Ugz5o_mf3YCESjT_sox4AaABAg,ZAYNE!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.996190071105957
@B_14BUSHRAHAMID,False,UgyCHbSO4iKl6dJ_iCd4AaABAg,WWHHHHHAAAATTTTT 🫣🫣😵😵😵🫠🫠🫠,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.8515532612800598
@deathbatkayla,False,Ugx9VYakLF-nOU1Tkd94AaABAg,FINALLY A SYLUS AND ZAYNE UPDATE IM SCREAMING,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,45,NEGATIVE,0.9895239472389221
@nheova,False,UgxPKlA4W3XBud2Vzq54AaABAg,Full ✨🖤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9997209906578064
@YgBenarAja,False,UgyqzXl2Oz14_Ow1hIN4AaABAg,HOLY SHIT IS HAPPENING,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9755280017852783
@yolandeeluka-zh3wx,False,Ugyj0tCSEDSTnV1wOX54AaABAg,ZAYNE WITH A GUN BBY THIS ISNT YOU,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,2,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,14,NEGATIVE,0.8329617381095886
@landykandi4646,False,Ugy0BkLREWm7zNfeZwR4AaABAg,MY FAVORITE POOKIES OMG AND THEY'RE SLAYING SO HARD ❤❤❤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,14,POSITIVE,0.9556834697723389
@rosesrblue-r9i,False,UgwYRPH0qegmpMeH_AR4AaABAg,SYLUS!!!!!! ❤❤❤❤❤❤❤❤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9933952689170837
@samyeang7946,False,Ugw99TzDmgsR4l6Dd594AaABAg,Omg this is soo cool!🎉,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.9566695690155029
@Umikacuteniki17,False,Ugx_OAk0e_sN6H0B5HF4AaABAg,Omggggg,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9901404976844788
@Gigigugigi,False,UgxVaYuVBzPlXnhIDfZ4AaABAg,❤🎉🎉🎉🎉🎉❤🎉❤🎉❤🎉❤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9685956835746765
@amorehoney,False,UgwXhgCJFiBHmeCt_Vh4AaABAg,UWUUUU,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9346084594726562
@miniwolfsbane2407,False,Ugyj0tCSEDSTnV1wOX54AaABAg.AICnep_up-aAID3DxejRAo,"Well, it's Dawnbreaker, so it literally isn't him anyway. *pushes up nerdy glasses*",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,Ugyj0tCSEDSTnV1wOX54AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,2,NEGATIVE,0.9969097971916199
@yolandeeluka-zh3wx,False,Ugyj0tCSEDSTnV1wOX54AaABAg.AICnep_up-aAIDc2GeeAn1,​ @miniwolfsbane2407  NOW THAT U MENTIONED IT....*take ur glasses away*,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,4 weeks ago,0,Ugyj0tCSEDSTnV1wOX54AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,1,NEGATIVE,0.9961863160133362
@icethernity,False,Ugx3JzRjfBZVmfWRF694AaABAg,ZAYNE MY LOVEEEEEE😭😭😭❤❤❤🔥🔥🔥,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9986069798469543
@goodperson3412,False,Ugwar6WBEXfi57lXdrh4AaABAg,"Omgggg, docter zayne join to daddy clubbb omgggg😭",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9956865310668945
@Zirongluv,False,UgxubHd7q14QUUmi9lp4AaABAg,BOTH OF MY MAN LETSGO!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.6854524612426758
@sukinahkinah2186,False,Ugzjnf3Rphs3cqIgZVB4AaABAg,Hell nawhhh,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9951934218406677
@jihyo_inmydms,False,Ugx9SXeko6Jpj3SM8Ol4AaABAg,The outfits oh my gosh! ✨🫶😭,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,4,NEGATIVE,0.7874229550361633
@aifaaathirah2074,False,UgyIRUqa5YiMSjKWpc14AaABAg,Omoo,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.5932692885398865
@Kessho2204,False,UgzXeTBMeFOu4CT1Wtl4AaABAg,What’s that on the floor??? Oh that’s my Jaw,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9737685322761536
@BLUE-fq5iz,False,Ugy6KcXZP_VBuDTidsp4AaABAg,OMGGGGG,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9901404976844788
@aliciazahraputrisufiana5833,False,UgzJFGCopWmiNOhMM5x4AaABAg,YYYYYAAAAAASSSS 🔥🔥🔥🔥🔥🔥,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,2,NEGATIVE,0.5776592493057251
@darkmistress1980,False,UgyQfo9wOuL8b6jgDcp4AaABAg,Oh damn it I need more,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9959294199943542
@deeshna,False,UgxJlP_LHxCO9SgtPVh4AaABAg,MY TWO MANSSSS FINALLY!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.7244455218315125
@Audrey_Caine,False,Ugxpi0McjtyX_U-At-R4AaABAg,OMAAGAAA 🎉🫵🥹⁉️,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.996901273727417
@Jen.Glymnox,False,UgwFBmrNEfLyTXQcOpt4AaABAg,Omgggggg estoy soñando???? 😫🔥,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9993508458137512
@huang_yue0520,False,Ugz3L_BCz50EK-amdDx4AaABAg,Yeyy main story update!!😭😭,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,2,NEGATIVE,0.9932678937911987
@blueowl3535,False,Ugzz2HA8Yo_xeiKJonF4AaABAg,Omgggg!!!!! DR. ZAYNEEEE!!!!! 😭😭😭😭😍😍😍🤩🤩❤️‍🔥❤️‍🔥❤️‍🔥,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,2,NEGATIVE,0.9676513075828552
@preranadas2786,False,UgyePabVlyM8rLBraE54AaABAg,OHMYGWADDDDDDDDD,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9830544590950012
@thaisstefanini6880,False,Ugw3zU680-x3nWX6GmN4AaABAg,OMGGGGGGGGGGGG❤❤❤❤🔥🔥🔥🔥🔥🔥,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9967811107635498
@jarinaqueen1036,False,UgxJO_Igk3LXFZOuyOt4AaABAg,OMG YES THIS IS SO GOOD,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9998507499694824
@ally.rosier,False,Ugyuvrm1GlqqKasyptV4AaABAg,Oh my 👀,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9985663294792175
@cassandranightshade696,False,UgxH8CnUA_7Z3CVsNd94AaABAg,When? 😍,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9997420907020569
@cacaocrispi,False,UgwAft1pGTY_U81Box14AaABAg,ME MUEROOOOOO NO PUEDOOOOO,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9955522418022156
@retviweb,False,UgzHMKk3QENtUOPm6Xl4AaABAg,SYLUS MY ONYCHINUS LEADER 🛐🗣️,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.9761197566986084
@animewatcher255,False,Ugw8f2Jooidfuw3KhVt4AaABAg,Hell yeah this looks awesome and so much fun!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.9998717308044434
@alexiacara9857,False,Ugz-lhCfg98pS1G_p7B4AaABAg,SNOWCROW AHHHHHHHH,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.983497142791748
@janiceonlyb2st,False,UgynDkmCSszIrAxmrS94AaABAg,LET'S GOOO,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9980764389038086
@Starfall_light0,False,UgyRxzvNxE_g_DUa6hl4AaABAg,My snowman ☃️and crow 🪶 yayyyy!!! 💖💖💖,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.9996540546417236
@damiamusah,False,Ugwd7odvSgnkN6Ex-3d4AaABAg,🥰😘😘😘😘😘🥰🥰🥰🥰😍😍😍🥰🥰😘😘😘😘😘😘😘,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9754785299301147
@putriseptianingrum8970,False,UgyVNX05BaBl58HCNDh4AaABAg,What theeeeeee🎉,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9655982851982117
@iogags,False,UgwiJzjeSR23RlE-qbR4AaABAg,MAIN STORY??? I CAN'T EVEN BELIEVE THIS WILL BE PEAK,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,108,POSITIVE,0.9909510612487793
@tyshiiu,False,UgzhpUuykZssoVj3xdJ4AaABAg,YYAAASSSSSS LETS FUCKING GOOOOO,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9942968487739563
@peyt1276,False,Ugyord3H4gVsrfliKhV4AaABAg,ZAYNE WITH A GUN????,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9085554480552673
@jordinrobinson11,False,Ugz30srEyXax8FiuAvh4AaABAg,NO WAY 😳,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.970571756362915
@Romina210,False,Ugwqq7GLZ1NZAckF-SF4AaABAg,OMG FINALLY 🎉❤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.7464675903320312
@blakesgray,False,UgyRcYCKsROHiLmyuyh4AaABAg,HOLYYYYYYY SHITTTTTT,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,NEGATIVE,0.9933004379272461
@Emii.andAmmy,False,Ugwz_NWOcwvTWogg9rB4AaABAg,Omggggg😫😫😫😫,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9938124418258667
@CatieMannino,False,UgyyNrFa1Z578t9X7-J4AaABAg,WHAT THIS WAS SO EPIC,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9867419600486755
@kingdomofmari,False,UgyGBCERUejJAqv0kZ54AaABAg,Wowoowoww,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9979519248008728
@imgremlin7543,False,Ugwv1-esXMfUf0_ELvB4AaABAg,you know it's going to be so good when you see zayne and sylus ❤❤❤,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,3,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,706,POSITIVE,0.9998486042022705
@cacaocrispi,False,UgzNMWawNpLuv_EIOAh4AaABAg,DAWNBREAKER HERE WE GOOOOO,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.8183227181434631
@the_HeckIer,False,UgyJfLvhOwiBAnQYVEh4AaABAg,BAD BOY ZAYNE??,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,POSITIVE,0.9669313430786133
@tamaraleiva6716,False,Ugwv1-esXMfUf0_ELvB4AaABAg.AICnaE2qUc4AICntFq4H0c,Yeahhhhh!!!!!,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,Ugwv1-esXMfUf0_ELvB4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,9,NEGATIVE,0.5068206191062927
@evelyn-nb4oc,False,Ugwv1-esXMfUf0_ELvB4AaABAg.AICnaE2qUc4AICpp9tUDmD,"Yes, yes, I admire both of them 😍",1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,Ugwv1-esXMfUf0_ELvB4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,6,POSITIVE,0.9998672008514404
@birdiestumpy_playz,False,Ugwv1-esXMfUf0_ELvB4AaABAg.AICnaE2qUc4AICviDsYUnm,With GUNS too 🤤😛,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,Ugwv1-esXMfUf0_ELvB4AaABAg,Love and Deepspace | Death and Rebirth,reply,3Ec3JSK4uEU,0,NEGATIVE,0.9902182221412659
@syluselamordemivida,False,UgyvIhFfU2A4SM7siNh4AaABAg,Sylus por ti le echo ganas al trabajo 😂😂,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,1,POSITIVE,0.9994520545005798
@asianbestiOFFICIAL,False,UgxnjpK2b4kT1-6fE1N4AaABAg,WHAT THE FREAK 😫😫😫,1459,False,https://www.youtube.com/watch?v=3Ec3JSK4uEU,1 month ago,0,,Love and Deepspace | Death and Rebirth,comment,3Ec3JSK4uEU,0,NEGATIVE,0.9994072914123535
